Id_Fecha;Año;mes;Anomalia_ONI;Temp_SST;Temp_media;ENSO_mes;ENSO_Año
1/10/2003;2003;10;0,38;26,75;26,82;Neutral;Niño - Niña
1/11/2003;2003;11;0,29;26,75;26,82;Neutral;Niño - Niña
1/12/2003;2003;12;0,38;26,65;26,82;Neutral;Niño - Niña
1/01/2004;2004;1;0,38;26,45;26,82;Neutral;Niño
1/02/2004;2004;2;0,34;26,66;26,82;Neutral;Niño
1/03/2004;2004;3;0,21;27,21;26,82;Neutral;Niño
1/04/2004;2004;4;0,16;27,73;26,82;Neutral;Niño
1/05/2004;2004;5;0,14;27,85;26,82;Neutral;Niño
1/06/2004;2004;6;0,2;27,65;26,82;Neutral;Niño
1/07/2004;2004;7;0,51;27,26;26,82;Niño;Niño
1/08/2004;2004;8;0,7;26,91;26,82;Niño;Niño
1/09/2004;2004;9;0,72;26,8;26,82;Niño;Niño
1/10/2004;2004;10;0,68;26,75;26,82;Niño;Niño
1/11/2004;2004;11;0,61;26,75;26,82;Niño;Niño
1/12/2004;2004;12;0,69;26,65;26,82;Niño;Niño
1/01/2005;2005;1;0,76;26,45;26,82;Niño;Niño - Niña
1/02/2005;2005;2;0,46;26,66;26,82;Neutral;Niño - Niña
1/03/2005;2005;3;0,53;27,21;26,82;Niño;Niño - Niña
1/04/2005;2005;4;0,35;27,73;26,82;Neutral;Niño - Niña
1/05/2005;2005;5;0,39;27,85;26,83;Neutral;Niño - Niña
1/06/2005;2005;6;0,12;27,65;26,83;Neutral;Niño - Niña
1/07/2005;2005;7;-0,19;27,26;26,83;Neutral;Niño - Niña
1/08/2005;2005;8;-0,1;26,91;26,83;Neutral;Niño - Niña
1/09/2005;2005;9;-0,11;26,8;26,83;Neutral;Niño - Niña
1/10/2005;2005;10;-0,1;26,75;26,83;Neutral;Niño - Niña
1/11/2005;2005;11;-0,64;26,75;26,83;Niña;Niño - Niña
1/12/2005;2005;12;-0,97;26,65;26,83;Niña;Niño - Niña
1/01/2006;2006;1;-0,91;26,55;26,83;Niña;Niña - Niño
1/02/2006;2006;2;-0,67;26,76;26,83;Niña;Niña - Niño
1/03/2006;2006;3;-0,71;27,29;26,83;Niña;Niña - Niño
1/04/2006;2006;4;-0,32;27,83;26,83;Neutral;Niña - Niño
1/05/2006;2006;5;-0,09;27,94;26,83;Neutral;Niña - Niño
1/06/2006;2006;6;0;27,73;26,83;Neutral;Niña - Niño
1/07/2006;2006;7;0,01;27,29;26,83;Neutral;Niña - Niño
1/08/2006;2006;8;0,31;26,86;26,83;Neutral;Niña - Niño
1/09/2006;2006;9;0,6;26,72;26,83;Niño;Niña - Niño
1/10/2006;2006;10;0,7;26,72;26,83;Niño;Niña - Niño
1/11/2006;2006;11;0,99;26,7;26,83;Niño;Niña - Niño
1/12/2006;2006;12;1,14;26,6;26,83;Niño;Niña - Niño
1/01/2007;2007;1;0,7;26,55;26,83;Niño;Niño - Niña
1/02/2007;2007;2;0,13;26,76;26,83;Neutral;Niño - Niña
1/03/2007;2007;3;-0,18;27,29;26,83;Neutral;Niño - Niña
1/04/2007;2007;4;-0,31;27,83;26,83;Neutral;Niño - Niña
1/05/2007;2007;5;-0,47;27,94;26,83;Neutral;Niño - Niña
1/06/2007;2007;6;-0,36;27,73;26,84;Neutral;Niño - Niña
1/07/2007;2007;7;-0,59;27,29;26,84;Niña;Niño - Niña
1/08/2007;2007;8;-0,72;26,86;26,84;Niña;Niño - Niña
1/09/2007;2007;9;-1,11;26,72;26,84;Niña;Niño - Niña
1/10/2007;2007;10;-1,39;26,72;26,84;Niña;Niño - Niña
1/11/2007;2007;11;-1,53;26,7;26,84;Niña;Niño - Niña
1/12/2007;2007;12;-1,58;26,6;26,84;Niña;Niño - Niña
1/01/2008;2008;1;-1,68;26,55;26,84;Niña;Niña
1/02/2008;2008;2;-1,66;26,76;26,84;Niña;Niña
1/03/2008;2008;3;-1,21;27,29;26,84;Niña;Niña
1/04/2008;2008;4;-0,99;27,83;26,84;Niña;Niña
1/05/2008;2008;5;-0,84;27,94;26,84;Niña;Niña
1/06/2008;2008;6;-0,68;27,73;26,84;Niña;Niña
1/07/2008;2008;7;-0,3;27,29;26,84;Neutral;Niña
1/08/2008;2008;8;-0,13;26,86;26,84;Neutral;Niña
1/09/2008;2008;9;-0,25;26,72;26,84;Neutral;Niña
1/10/2008;2008;10;-0,35;26,72;26,84;Neutral;Niña
1/11/2008;2008;11;-0,46;26,7;26,84;Neutral;Niña
1/12/2008;2008;12;-0,86;26,6;26,84;Niña;Niña
1/01/2009;2009;1;-0,89;26,55;26,84;Niña;Niña - Niño
1/02/2009;2009;2;-0,79;26,76;26,84;Niña;Niña - Niño
1/03/2009;2009;3;-0,7;27,29;26,84;Niña;Niña - Niño
1/04/2009;2009;4;-0,35;27,83;26,84;Neutral;Niña - Niño
1/05/2009;2009;5;0,06;27,94;26,84;Neutral;Niña - Niño
1/06/2009;2009;6;0,31;27,73;26,84;Neutral;Niña - Niño
1/07/2009;2009;7;0,48;27,29;26,84;Neutral;Niña - Niño
1/08/2009;2009;8;0,56;26,86;26,84;Niño;Niña - Niño
1/09/2009;2009;9;0,68;26,72;26,84;Niño;Niña - Niño
1/10/2009;2009;10;0,89;26,72;26,84;Niño;Niña - Niño
1/11/2009;2009;11;1,45;26,7;26,84;Niño;Niña - Niño
1/12/2009;2009;12;1,73;26,6;26,84;Niño;Niña - Niño
1/01/2010;2010;1;1,51;26,55;26,84;Niño;Niño - Niña
1/02/2010;2010;2;1,25;26,76;26,84;Niño;Niño - Niña
1/03/2010;2010;3;0,9;27,29;26,84;Niño;Niño - Niña
1/04/2010;2010;4;0,38;27,83;26,85;Neutral;Niño - Niña
1/05/2010;2010;5;-0,22;27,94;26,85;Neutral;Niño - Niña
1/06/2010;2010;6;-0,69;27,73;26,85;Niña;Niño - Niña
1/07/2010;2010;7;-1,07;27,29;26,85;Niña;Niño - Niña
1/08/2010;2010;8;-1,38;26,86;26,85;Niña;Niño - Niña
1/09/2010;2010;9;-1,59;26,72;26,85;Niña;Niño - Niña
1/10/2010;2010;10;-1,69;26,72;26,85;Niña;Niño - Niña
1/11/2010;2010;11;-1,64;26,7;26,85;Niña;Niño - Niña
1/12/2010;2010;12;-1,6;26,6;26,85;Niña;Niño - Niña
1/01/2011;2011;1;-1,54;26,55;26,85;Niña;Niña
1/02/2011;2011;2;-1,11;26,76;26,85;Niña;Niña
1/03/2011;2011;3;-0,92;27,29;26,85;Niña;Niña
1/04/2011;2011;4;-0,76;27,83;26,85;Niña;Niña
1/05/2011;2011;5;-0,52;27,94;26,85;Niña;Niña
1/06/2011;2011;6;-0,38;27,73;26,85;Neutral;Niña
1/07/2011;2011;7;-0,42;27,29;26,85;Neutral;Niña
1/08/2011;2011;8;-0,64;26,86;26,85;Niña;Niña
1/09/2011;2011;9;-0,8;26,72;26,85;Niña;Niña
1/10/2011;2011;10;-1,05;26,72;26,85;Niña;Niña
1/11/2011;2011;11;-1,18;26,7;26,85;Niña;Niña
1/12/2011;2011;12;-1,05;26,6;26,85;Niña;Niña
1/01/2012;2012;1;-0,87;26,55;26,85;Niña;Niña
1/02/2012;2012;2;-0,67;26,76;26,85;Niña;Niña
1/03/2012;2012;3;-0,61;27,29;26,85;Niña;Niña
1/04/2012;2012;4;-0,49;27,83;26,85;Neutral;Niña
1/05/2012;2012;5;-0,32;27,94;26,85;Neutral;Niña
1/06/2012;2012;6;0,02;27,73;26,86;Neutral;Niña
1/07/2012;2012;7;0,25;27,29;26,86;Neutral;Niña
1/08/2012;2012;8;0,47;26,86;26,86;Neutral;Niña
1/09/2012;2012;9;0,38;26,72;26,86;Neutral;Niña
1/10/2012;2012;10;0,26;26,72;26,86;Neutral;Niña
1/11/2012;2012;11;0,15;26,7;26,86;Neutral;Niña
1/12/2012;2012;12;-0,25;26,6;26,86;Neutral;Niña
1/01/2013;2013;1;-0,53;26,55;26,85;Niña;Niña
1/02/2013;2013;2;-0,51;26,76;26,85;Niña;Niña
1/03/2013;2013;3;-0,25;27,29;26,86;Neutral;Niña
1/04/2013;2013;4;-0,25;27,83;26,86;Neutral;Niña
1/05/2013;2013;5;-0,4;27,94;26,86;Neutral;Niña
1/06/2013;2013;6;-0,43;27,73;26,86;Neutral;Niña
1/07/2013;2013;7;-0,39;27,29;26,86;Neutral;Niña
1/08/2013;2013;8;-0,38;26,86;26,86;Neutral;Niña
1/09/2013;2013;9;-0,18;26,72;26,86;Neutral;Niña
1/10/2013;2013;10;-0,2;26,72;26,86;Neutral;Niña
1/11/2013;2013;11;-0,14;26,7;26,86;Neutral;Niña
1/12/2013;2013;12;-0,17;26,6;26,86;Neutral;Niña
1/01/2014;2014;1;-0,49;26,55;26,86;Neutral;Niña - Niño
1/02/2014;2014;2;-0,61;26,76;26,86;Niña;Niña - Niño
1/03/2014;2014;3;-0,28;27,29;26,86;Neutral;Niña - Niño
1/04/2014;2014;4;0,09;27,83;26,86;Neutral;Niña - Niño
1/05/2014;2014;5;0,32;27,94;26,86;Neutral;Niña - Niño
1/06/2014;2014;6;0,23;27,73;26,86;Neutral;Niña - Niño
1/07/2014;2014;7;-0,06;27,29;26,86;Neutral;Niña - Niño
1/08/2014;2014;8;-0,03;26,86;26,86;Neutral;Niña - Niño
1/09/2014;2014;9;0,29;26,72;26,86;Neutral;Niña - Niño
1/10/2014;2014;10;0,44;26,72;26,86;Neutral;Niña - Niño
1/11/2014;2014;11;0,75;26,7;26,86;Niño;Niña - Niño
1/12/2014;2014;12;0,72;26,6;26,86;Niño;Niña - Niño
1/01/2015;2015;1;0,51;26,55;26,86;Niño;Niño
1/02/2015;2015;2;0,42;26,76;26,86;Neutral;Niño
1/03/2015;2015;3;0,47;27,29;26,86;Neutral;Niño
1/04/2015;2015;4;0,7;27,83;26,86;Niño;Niño
1/05/2015;2015;5;0,92;27,94;26,86;Niño;Niño
1/06/2015;2015;6;1,17;27,73;26,87;Niño;Niño
1/07/2015;2015;7;1,45;27,29;26,87;Niño;Niño
1/08/2015;2015;8;1,93;26,86;26,87;Niño;Niño
1/09/2015;2015;9;2,2;26,72;26,87;Niño;Niño
1/10/2015;2015;10;2,36;26,72;26,87;Niño;Niño
1/11/2015;2015;11;2,71;26,7;26,87;Niño;Niño
1/12/2015;2015;12;2,65;26,6;26,87;Niño;Niño
1/01/2016;2016;1;2,56;26,55;26,87;Niño;Niño - Niña
1/02/2016;2016;2;2,24;26,76;26,87;Niño;Niño - Niña
1/03/2016;2016;3;1,61;27,29;26,87;Niño;Niño - Niña
1/04/2016;2016;4;0,9;27,83;26,87;Niño;Niño - Niña
1/05/2016;2016;5;0,3;27,94;26,87;Neutral;Niño - Niña
1/06/2016;2016;6;-0,03;27,73;26,87;Neutral;Niño - Niña
1/07/2016;2016;7;-0,47;27,29;26,87;Neutral;Niño - Niña
1/08/2016;2016;8;-0,57;26,86;26,87;Niña;Niño - Niña
1/09/2016;2016;9;-0,57;26,72;26,87;Niña;Niño - Niña
1/10/2016;2016;10;-0,74;26,72;26,87;Niña;Niño - Niña
1/11/2016;2016;11;-0,76;26,7;26,87;Niña;Niño - Niña
1/12/2016;2016;12;-0,5;26,6;26,87;Neutral;Niño - Niña
1/01/2017;2017;1;-0,43;26,55;26,87;Neutral;Niña
1/02/2017;2017;2;-0,08;26,76;26,87;Neutral;Niña
1/03/2017;2017;3;0,03;27,29;26,87;Neutral;Niña
1/04/2017;2017;4;0,21;27,83;26,87;Neutral;Niña
1/05/2017;2017;5;0,36;27,94;26,87;Neutral;Niña
1/06/2017;2017;6;0,33;27,73;26,87;Neutral;Niña
1/07/2017;2017;7;0,25;27,29;26,87;Neutral;Niña
1/08/2017;2017;8;-0,16;26,86;26,87;Neutral;Niña
1/09/2017;2017;9;-0,43;26,72;26,87;Neutral;Niña
1/10/2017;2017;10;-0,56;26,72;26,87;Niña;Niña
1/11/2017;2017;11;-0,96;26,7;26,87;Niña;Niña
1/12/2017;2017;12;-0,99;26,6;26,87;Niña;Niña
1/01/2018;2018;1;-0,98;26,55;26,87;Niña;Niña - Niño
1/02/2018;2018;2;-0,78;26,76;26,87;Niña;Niña - Niño
1/03/2018;2018;3;-0,8;27,29;26,87;Niña;Niña - Niño
1/04/2018;2018;4;-0,51;27,83;26,87;Niña;Niña - Niño
1/05/2018;2018;5;-0,2;27,94;26,87;Neutral;Niña - Niño
1/06/2018;2018;6;0,05;27,73;26,88;Neutral;Niña - Niño
1/07/2018;2018;7;0,12;27,29;26,88;Neutral;Niña - Niño
1/08/2018;2018;8;0,09;26,86;26,88;Neutral;Niña - Niño
1/09/2018;2018;9;0,47;26,72;26,88;Neutral;Niña - Niño
1/10/2018;2018;10;0,9;26,72;26,88;Niño;Niña - Niño
1/11/2018;2018;11;0,9;26,7;26,88;Niño;Niña - Niño
1/12/2018;2018;12;0,89;26,6;26,88;Niño;Niña - Niño
1/01/2019;2019;1;0,65;26,55;26,87;Niño;Niño
1/02/2019;2019;2;0,71;26,76;26,87;Niño;Niño
1/03/2019;2019;3;0,8;27,29;26,88;Niño;Niño
1/04/2019;2019;4;0,62;27,83;26,88;Niño;Niño
1/05/2019;2019;5;0,55;27,94;26,88;Niño;Niño
1/06/2019;2019;6;0,45;27,73;26,88;Neutral;Niño
1/07/2019;2019;7;0,35;27,29;26,88;Neutral;Niño
1/08/2019;2019;8;0,04;26,86;26,88;Neutral;Niño
1/09/2019;2019;9;0,04;26,72;26,88;Neutral;Niño
1/10/2019;2019;10;0,48;26,72;26,88;Neutral;Niño
1/11/2019;2019;11;0,52;26,7;26,88;Niño;Niño
1/12/2019;2019;12;0,52;26,6;26,88;Niño;Niño
1/01/2020;2020;1;0,6;26,55;26,88;Niño;Niño - Niña
1/02/2020;2020;2;0,37;26,76;26,88;Neutral;Niño - Niña
1/03/2020;2020;3;0,48;27,29;26,88;Neutral;Niño - Niña
1/04/2020;2020;4;0,36;27,83;26,88;Neutral;Niño - Niña
1/05/2020;2020;5;-0,27;27,94;26,88;Neutral;Niño - Niña
1/06/2020;2020;6;-0,34;27,73;26,88;Neutral;Niño - Niña
1/07/2020;2020;7;-0,3;27,29;26,88;Neutral;Niño - Niña
1/08/2020;2020;8;-0,59;26,86;26,88;Niña;Niño - Niña
1/09/2020;2020;9;-0,83;26,72;26,88;Niña;Niño - Niña
1/10/2020;2020;10;-1,25;26,72;26,88;Niña;Niño - Niña
1/11/2020;2020;11;-1,42;26,7;26,88;Niña;Niño - Niña
1/12/2020;2020;12;-1,15;26,6;26,88;Niña;Niño - Niña
1/01/2021;2021;1;-0,99;26,55;26,88;Niña;Niña
1/02/2021;2021;2;-1;26,76;26,88;Niña;Niña
1/03/2021;2021;3;-0,8;27,29;26,88;Niña;Niña
1/04/2021;2021;4;-0,72;27,83;26,88;Niña;Niña
1/05/2021;2021;5;-0,46;27,94;26,88;Neutral;Niña
1/06/2021;2021;6;-0,28;27,73;26,88;Neutral;Niña
1/07/2021;2021;7;-0,39;27,29;26,88;Neutral;Niña
1/08/2021;2021;8;-0,53;26,86;26,88;Niña;Niña
1/09/2021;2021;9;-0,55;26,72;26,88;Niña;Niña
1/10/2021;2021;10;-0,94;26,72;26,88;Niña;Niña
1/11/2021;2021;11;-0,94;26,7;26,88;Niña;Niña
1/12/2021;2021;12;-1,06;26,6;26,88;Niña;Niña
1/01/2022;2022;1;-0,95;26,55;26,88;Niña;Niña
1/02/2022;2022;2;-0,89;26,76;26,88;Niña;Niña
1/03/2022;2022;3;-0,97;27,29;26,88;Niña;Niña
1/04/2022;2022;4;-1,11;27,83;26,88;Niña;Niña
1/05/2022;2022;5;-1,11;27,94;26,89;Niña;Niña
1/06/2022;2022;6;-0,75;27,73;26,89;Niña;Niña
1/07/2022;2022;7;-0,7;27,29;26,89;Niña;Niña
1/08/2022;2022;8;-0,97;26,86;26,89;Niña;Niña
1/09/2022;2022;9;-1,07;26,72;26,89;Niña;Niña
1/10/2022;2022;10;-0,99;26,72;26,89;Niña;Niña
1/11/2022;2022;11;-0,9;26,7;26,89;Niña;Niña
1/12/2022;2022;12;-0,85;26,6;26,89;Niña;Niña
1/01/2023;2023;1;-0,71;26,55;26,89;Niña;Niña
1/02/2023;2023;2;-0,46;26,76;26,89;Neutral;Niña
1/03/2023;2023;3;-0,11;27,29;26,89;Neutral;Niña
1/04/2023;2023;4;0,09;27,83;26,89;Neutral;Niña
